"California Department of Education
Analysis, Measurement, and Accountability Reporting Division",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
New 05-Sept-2013,,,,,,,,,,,,,,
SAT Data File for 2011–12,,,,,,,,,,,,,,
"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",V_Mean,M_Mean,W_Mean,Tot_Mean,GE1500Ct,Rate1500
37,68411,3731064,San Diego,Sweetwater Union High,Chula Vista Senior High,574,231,40.24,443,467,429,1339,53,22.94
37,68411,3731155,San Diego,Sweetwater Union High,Options Secondary,27,5,18.52,,,,,,
37,68411,3731304,San Diego,Sweetwater Union High,MAAC Community Charter,219,,,,,,,,
37,68411,3731460,San Diego,Sweetwater Union High,Alta Vista Academy,6,,,,,,,,
37,68411,3731502,San Diego,Sweetwater Union High,San Ysidro High,546,179,32.78,445,459,438,1342,41,22.91
37,68411,3731627,San Diego,Sweetwater Union High,Otay Ranch Senior High,639,388,60.72,480,499,475,1453,163,42.01
37,68411,3732047,San Diego,Sweetwater Union High,Palomar High,280,1,0.36,,,,,,
37,68411,3732849,San Diego,Sweetwater Union High,Hilltop Senior High,525,257,48.95,483,495,462,1440,98,38.13
37,68411,3733953,San Diego,Sweetwater Union High,Mar Vista Senior High,384,115,29.95,457,475,458,1390,40,34.78
37,68411,3738226,San Diego,Sweetwater Union High,Sweetwater High,575,208,36.17,434,465,437,1336,46,22.12
37,68411,3738234,San Diego,Sweetwater Union High,Montgomery Senior High,374,113,30.21,443,452,423,1319,15,13.27
37,68437,0101220,San Diego,Vallecitos Elementary,RAI Online Charter,13,3,23.08,,,,,,
37,68452,0106120,San Diego,Vista Unified,SIATech,1662,2,0.12,,,,,,
37,68452,0114264,San Diego,Vista Unified,North County Trade Tech High,25,,,,,,,,
37,68452,0115451,San Diego,Vista Unified,Major General Raymond Murray High,138,,,,,,,,
37,68452,0124917,San Diego,Vista Unified,Guajome Learning Center,56,,,,,,,,
37,68452,3730207,San Diego,Vista Unified,Sierra Vista High,9,,,,,,,,
37,68452,3730728,San Diego,Vista Unified,Rancho Buena Vista High,696,291,41.81,515,529,515,1559,165,56.7
37,68452,3730785,San Diego,Vista Unified,Palomar High Independent Study,29,1,3.45,,,,,,
37,68452,3730942,San Diego,Vista Unified,Guajome Park Academy Charter,138,76,55.07,544,529,530,1602,50,65.79
37,68452,3732039,San Diego,Vista Unified,Alta Vista High (Continuation),138,,,,,,,,
37,68452,3738705,San Diego,Vista Unified,Vista High,645,225,34.88,493,496,489,1478,107,47.56
37,73551,3730017,San Diego,Carlsbad Unified,Carlsbad Village Academy,56,,,,,,,,
37,73551,3730694,San Diego,Carlsbad Unified,Carlsbad High,690,408,59.13,536,547,526,1609,265,64.95
37,73551,3731163,San Diego,Carlsbad Unified,Carlsbad Seaside Academy,22,5,22.73,,,,,,
37,73569,3731221,San Diego,Oceanside Unified,Pacific View Charter,115,4,3.48,,,,,,
37,73569,3735206,San Diego,Oceanside Unified,Oceanside High,597,124,20.77,474,507,469,1450,51,41.13
37,73569,3739018,San Diego,Oceanside Unified,El Camino High,754,260,34.48,496,511,481,1488,118,45.38
37,73569,3739026,San Diego,Oceanside Unified,Ocean Shores High (Continuation),130,,,,,,,,
37,73791,0105726,San Diego,San Marcos Unified,Mission Hills High,608,340,55.92,494,497,499,1490,164,48.24
37,73791,0109785,San Diego,San Marcos Unified,Bayshore Preparatory Charter,50,8,16,,,,,,
37,73791,3730215,San Diego,San Marcos Unified,Twin Oaks High,125,,,,,,,,
37,73791,3730793,San Diego,San Marcos Unified,Foothills High,66,,,,,,,,
37,73791,3737632,San Diego,San Marcos Unified,San Marcos High,499,284,56.91,502,510,502,1513,132,46.48
37,75416,3730975,San Diego,Warner Unified,Warner Junior/Senior High,10,5,50,,,,,,
37,75416,6119275,San Diego,Warner Unified,All Tribes Charter,19,,,,,,,,
37,75614,3731114,San Diego,Valley Center-Pauma Unified,Valley Center High,280,111,39.64,504,519,490,1514,60,54.05
37,75614,3731312,San Diego,Valley Center-Pauma Unified,Oak Glen High,42,,,,,,,,
37,75614,3731601,San Diego,Valley Center-Pauma Unified,Valley Center Prep,21,1,4.76,,,,,,
37,76471,0114678,San Diego,SBC - High Tech High,High Tech High Chula Vista,131,126,96.18,474,473,467,1413,41,32.54
37,76471,0114694,San Diego,SBC - High Tech High,High Tech High North County,107,86,80.37,528,511,512,1551,53,61.63
38,10389,3830361,San Francisco,San Francisco County Office of Education,S.F. County Court Woodside Learning Ctr,14,,,,,,,,
38,10389,3830395,San Francisco,San Francisco County Office of Education,S.F. County Opportunity (Hilltop),9,1,11.11,,,,,,
38,10389,3830445,San Francisco,San Francisco County Office of Education,S.F. County Civic Center Secondary,4,,,,,,,,
38,10389,6069561,San Francisco,San Francisco County Office of Education,S.F. County Special Education,5,,,,,,,,
38,68478,0101774,San Francisco,San Francisco Unified,Five Keys Charter (SF Sheriff's),74,,,,,,,,
38,68478,0102103,San Francisco,San Francisco Unified,Jordan (June) School for Equity,50,25,50,403,425,396,1224,2,8
38,68478,0107300,San Francisco,San Francisco Unified,City Arts and Tech High,82,80,97.56,405,387,387,1179,11,13.75
38,68478,0109769,San Francisco,San Francisco Unified,Metropolitan Arts & Technology High,15,14,93.33,437,431,406,1275,4,28.57
38,68478,0118133,San Francisco,San Francisco Unified,Five Keys Adult School (SF Sheriff's),4,,,,,,,,
38,68478,0118141,San Francisco,San Francisco Unified,Five Keys Independence HS (SF Sheriff's),69,,,,,,,,
38,68478,0119958,San Francisco,San Francisco Unified,Academy of Arts and Sciences,81,40,49.38,474,492,476,1442,18,45
38,68478,3830031,San Francisco,San Francisco Unified,Wells (Ida B.) High,57,2,3.51,,,,,,
38,68478,3830064,San Francisco,San Francisco Unified,Downtown High,63,1,1.59,,,,,,
38,68478,3830197,San Francisco,San Francisco Unified,Independence High,130,13,10,450,421,423,1294,2,15.38
38,68478,3830205,San Francisco,San Francisco Unified,Wallenberg (Raoul) Traditional High,127,104,81.89,471,522,465,1458,46,44.23
38,68478,3830254,San Francisco,San Francisco Unified,Burton (Phillip and Sala) Academic High,184,107,58.15,409,477,421,1307,24,22.43
38,68478,3830288,San Francisco,San Francisco Unified,Balboa High,355,251,70.7,466,523,478,1467,115,45.82
38,68478,3830353,San Francisco,San Francisco Unified,International Studies Academy,64,44,68.75,422,454,414,1290,7,15.91
38,68478,3830387,San Francisco,San Francisco Unified,"Asawa (Ruth) San Francisco School of the Arts, A Public",166,131,78.92,559,530,540,1630,91,69.47
38,68478,3830403,San Francisco,San Francisco Unified,Marshall (Thurgood) High,184,103,55.98,408,474,395,1277,22,21.36
38,68478,3830411,San Francisco,San Francisco Unified,Leadership High,54,43,79.63,392,405,407,1205,4,9.3
38,68478,3830429,San Francisco,San Francisco Unified,Life Learning Academy Charter,16,,,,,,,,
38,68478,3830437,San Francisco,San Francisco Unified,Gateway High,111,106,95.5,484,488,490,1463,46,43.4
38,68478,3831765,San Francisco,San Francisco Unified,Galileo High,453,341,75.28,464,554,471,1489,173,50.73
38,68478,3833241,San Francisco,San Francisco Unified,Lincoln (Abraham) High,531,375,70.62,447,515,450,1412,138,36.8
38,68478,3833407,San Francisco,San Francisco Unified,Lowell High,648,626,96.6,592,641,603,1836,555,88.66
38,68478,3834082,San Francisco,San Francisco Unified,Mission High,242,121,50,400,462,409,1271,23,19.01
38,68478,3834769,San Francisco,San Francisco Unified,O'Connell (John) High,113,47,41.59,397,413,401,1211,5,10.64
38,68478,3839081,San Francisco,San Francisco Unified,Washington (George) High,658,459,69.76,479,553,486,1519,241,52.51
38,76703,0121814,San Francisco,SBE - San Francisco Flex Academy,San Francisco Flex Academy,14,9,64.29,,,,,,
39,10397,0114447,San Joaquin,San Joaquin County Office of Education,Excel Academy: Collegiate Sports Health Science Prepara,46,,,,,,,,
39,10397,0120717,San Joaquin,San Joaquin County Office of Education,one.Charter,43,,,,,,,,
39,10397,0121723,San Joaquin,San Joaquin County Office of Education,San Joaquin Building Futures Academy,97,,,,,,,,
39,10397,3930195,San Joaquin,San Joaquin County Office of Education,"John F. Cruikshank, Jr.",68,,,,,,,,
39,10397,3930468,San Joaquin,San Joaquin County Office of Education,San Joaquin County Community,410,,,,,,,,
39,10397,3930476,San Joaquin,San Joaquin County Office of Education,Venture Academy,160,40,25,457,432,422,1312,8,20
39,10397,6069215,San Joaquin,San Joaquin County Office of Education,San Joaquin County Special Education,19,,,,,,,,
39,32276,3931250,San Joaquin,CEA San Joaquin Co,Johanna Boss High,85,,,,,,,,
39,32276,3990025,San Joaquin,CEA San Joaquin Co,N.A. Chaderjian High,90,,,,,,,,
39,68502,3930054,San Joaquin,Escalon Unified,Vista High (Continuation),25,,,,,,,,
39,68502,3932308,San Joaquin,Escalon Unified,Escalon High,224,91,40.62,472,481,464,1417,34,37.36
39,68569,3933793,San Joaquin,Lincoln Unified,Larsson (Sture) High (Continuation),77,,,,,,,,
39,68569,3933801,San Joaquin,Lincoln Unified,Lincoln High,607,243,40.03,501,529,502,1532,129,53.09
39,68577,0118307,San Joaquin,Linden Unified,Pride Continuation,25,,,,,,,,
39,68577,3930351,San Joaquin,Linden Unified,Linden Unified Community Day,2,,,,,,,,
39,68577,3933959,San Joaquin,Linden Unified,Linden High,147,97,65.99,454,469,467,1390,32,32.99
39,68585,0101956,San Joaquin,Lodi Unified,Aspire Benjamin Holt College Preparatory Academy,50,51,102,492,501,495,1487,23,45.1
39,68585,0108225,San Joaquin,Lodi Unified,Ronald E. McNair High,473,186,39.32,435,466,428,1330,47,25.27
39,68585,0122580,San Joaquin,Lodi Unified,Rio Valley Charter,82,,,,,,,,
39,68585,0122879,San Joaquin,Lodi Unified,Walter J. Katnich Community Day,2,,,,,,,,
39,68585,3930237,San Joaquin,Lodi Unified,Bear Creek High,430,213,49.53,471,500,460,1431,82,38.5
39,68585,3930278,San Joaquin,Lodi Unified,Plaza Robles Continuation High,120,,,,,,,,
39,68585,3930344,San Joaquin,Lodi Unified,Independence,186,1,0.54,,,,,,
39,68585,3930443,San Joaquin,Lodi Unified,Middle College High,56,52,92.86,535,514,542,1591,37,71.15
39,68585,3934759,San Joaquin,Lodi Unified,Tokay High,431,124,28.77,504,524,500,1529,62,50
39,68585,3934767,San Joaquin,Lodi Unified,Liberty High,81,,,,,,,,
39,68585,3934783,San Joaquin,Lodi Unified,Lodi High,416,168,40.38,508,534,500,1542,96,57.14
39,68593,0101576,San Joaquin,Manteca Unified,Weston Ranch High,252,103,40.87,450,462,454,1366,30,29.13
39,68593,0112565,San Joaquin,Manteca Unified,New Vision High,118,1,0.85,,,,,,
39,68593,0116376,San Joaquin,Manteca Unified,Lathrop High,250,76,30.4,464,460,451,1376,17,22.37
39,68593,3930310,San Joaquin,Manteca Unified,Sierra High,315,141,44.76,483,484,468,1435,54,38.3
39,68593,3930328,San Joaquin,Manteca Unified,Manteca Community Day (7-12),4,,,,,,,,
39,68593,3932001,San Joaquin,Manteca Unified,East Union High,331,114,34.44,486,496,476,1459,50,43.86
39,68593,3935103,San Joaquin,Manteca Unified,Manteca High,343,96,27.99,473,494,462,1429,37,38.54
39,68593,3935111,San Joaquin,Manteca Unified,Calla High,167,,,,,,,,
39,68627,6119309,San Joaquin,New Jerusalem Elementary,Delta Charter,180,9,5,,,,,,
39,68650,3935756,San Joaquin,Ripon Unified,Ripon High,222,83,37.39,484,473,476,1432,29,34.94
39,68676,0108159,San Joaquin,Stockton Unified,Cesar Chavez High,555,212,38.2,430,443,429,1302,36,16.98
39,68676,0114926,San Joaquin,Stockton Unified,California Virtual Academy @ San Joaquin,29,4,13.79,,,,,,
39,68676,0115402,San Joaquin,Stockton Unified,Edward C. Merlo Institute of Environmental Studies,46,15,32.61,336,341,363,1041,0,0
39,68676,0117853,San Joaquin,Stockton Unified,Dr. Lewis Dolphin Stallworth Sr. Charter,12,,,,,,,,
39,68676,0119784,San Joaquin,Stockton Unified,Stockton High,159,,,,,,,,
39,68676,0120733,San Joaquin,Stockton Unified,Stockton Collegiate International Secondary,12,13,108.33,420,402,410,1232,1,7.69
39,68676,0124248,San Joaquin,Stockton Unified,Pacific Law Academy,51,35,68.63,441,473,456,1370,8,22.86
39,68676,3930211,San Joaquin,Stockton Unified,Jane Frederick High,148,,,,,,,,
39,68676,3930427,San Joaquin,Stockton Unified,Weber Institute,100,25,25,444,446,434,1323,3,12
39,68676,3932100,San Joaquin,Stockton Unified,Edison High,494,198,40.08,410,437,412,1258,22,11.11
39,68676,3932654,San Joaquin,Stockton Unified,Franklin High,505,217,42.97,411,432,422,1265,44,20.28
39,68676,3937406,San Joaquin,Stockton Unified,Stagg Senior High,335,65,19.4,445,455,438,1337,15,23.08
39,68676,6095236,San Joaquin,Stockton Unified,Walton Development Center,28,,,,,,,,
39,68676,6104368,San Joaquin,Stockton Unified,District Special Education,2,,,,,,,,
39,75499,0102392,San Joaquin,Tracy Joint Unified,Millennium Charter,104,64,61.54,458,463,457,1378,21,32.81
39,75499,0114140,San Joaquin,Tracy Joint Unified,George and Evelyn Stein Continuation,107,,,,,,,,
39,75499,0119040,San Joaquin,Tracy Joint Unified,John C. Kimball High,339,138,40.71,463,487,470,1420,47,34.06
39,75499,0120519,San Joaquin,Tracy Joint Unified,California Pacific Charter School North Central Califor,48,,,,,,,,
39,75499,3930302,San Joaquin,Tracy Joint Unified,Merrill F. West High,531,226,42.56,474,496,465,1435,90,39.82
39,75499,3930393,San Joaquin,Tracy Joint Unified,Willow Community Day,6,,,,,,,,
39,75499,3937976,San Joaquin,Tracy Joint Unified,Duncan-Russell Continuation,32,,,,,,,,
39,75499,3938008,San Joaquin,Tracy Joint Unified,Tracy High,490,245,50,510,511,514,1535,132,53.88
40,10405,0101725,San Luis Obispo,San Luis Obispo County Office of Educati,Grizzly ChalleNGe Charter,121,,,,,,,,
40,10405,4030078,San Luis Obispo,San Luis Obispo County Office of Educati,San Luis Obispo County Juvenile Court,5,,,,,,,,
40,10405,4030250,San Luis Obispo,San Luis Obispo County Office of Educati,San Luis Obispo County Community,88,,,,,,,,
40,10405,6106769,San Luis Obispo,San Luis Obispo County Office of Educati,San Luis County Special Education,7,,,,,,,,
40,68700,4030102,San Luis Obispo,Atascadero Unified,West Mall Alternative,11,1,9.09,,,,,,
40,68700,4030151,San Luis Obispo,Atascadero Unified,Del Rio Continuation High,64,,,,,,,,
40,68700,4030755,San Luis Obispo,Atascadero Unified,Atascadero High,368,148,40.22,526,533,524,1583,98,66.22
40,68759,4030268,San Luis Obispo,Lucia Mar Unified,Nipomo High,276,94,34.06,503,524,504,1531,49,52.13
40,68759,4030557,San Luis Obispo,Lucia Mar Unified,Arroyo Grande High,509,242,47.54,542,559,535,1636,165,68.18
40,68759,4033205,San Luis Obispo,Lucia Mar Unified,Lopez Continuation High,98,,,,,,,,
40,68809,4030045,San Luis Obispo,San Luis Coastal Unified,Pacific Beach High,33,,,,,,,,
40,68809,4034807,San Luis Obispo,San Luis Coastal Unified,Morro Bay High,208,87,41.83,552,554,537,1644,63,72.41
40,68809,4036703,San Luis Obispo,San Luis Coastal Unified,San Luis Obispo High,341,217,63.64,556,555,540,1652,155,71.43
40,68833,4030227,San Luis Obispo,Shandon Joint Unified,Shandon Community Day,2,,,,,,,,
40,68833,4037008,San Luis Obispo,Shandon Joint Unified,Shandon High,23,5,21.74,,,,,,
40,68841,4030128,San Luis Obispo,Templeton Unified,Eagle Canyon High,3,,,,,,,,
40,68841,4030185,San Luis Obispo,Templeton Unified,Templeton Independent Study High,53,2,3.77,,,,,,
40,68841,4037701,San Luis Obispo,Templeton Unified,Templeton High,198,121,61.11,546,544,536,1626,82,67.77
40,75457,0119354,San Luis Obispo,Paso Robles Joint Unified,Independence High,64,1,1.56,,,,,,
40,75457,4035754,San Luis Obispo,Paso Robles Joint Unified,Paso Robles High,422,184,43.6,513,511,502,1525,106,57.61
40,75457,4035762,San Luis Obispo,Paso Robles Joint Unified,Liberty High (Continuation),74,,,,,,,,
40,75465,4030144,San Luis Obispo,Coast Unified,Leffingwell High (Continuation),7,,,,,,,,
40,75465,4032009,San Luis Obispo,Coast Unified,Coast Union High,44,18,40.91,554,497,537,1588,12,66.67
41,10413,0113266,San Mateo,San Mateo County Office of Education,Camp Glenwood,6,,,,,,,,
41,10413,0113282,San Mateo,San Mateo County Office of Education,North Community,1,,,,,,,,
41,10413,0113316,San Mateo,San Mateo County Office of Education,Central Community,5,,,,,,,,
41,10413,0113324,San Mateo,San Mateo County Office of Education,South Community,2,,,,,,,,
41,10413,0113332,San Mateo,San Mateo County Office of Education,Gateway Center,28,,,,,,,,
41,10413,0117143,San Mateo,San Mateo County Office of Education,Canyon Oaks Youth Center,3,,,,,,,,
41,10413,4130076,San Mateo,San Mateo County Office of Education,Hillcrest at Youth Services Center,39,,,,,,,,
41,10413,6069363,San Mateo,San Mateo County Office of Education,San Mateo County Special Education,13,,,,,,,,
41,68858,0120162,San Mateo,Bayshore Elementary,California Pacific Charter School of San Francisco Bay,26,,,,,,,,
41,68890,4130027,San Mateo,Cabrillo Unified,Pilarcitos Alternative High (Continuation),22,,,,,,,,
41,68890,4132817,San Mateo,Cabrillo Unified,Half Moon Bay High,233,95,40.77,536,553,540,1629,62,65.26
41,68916,0112284,San Mateo,Jefferson Elementary,California Virtual Academy @ San Mateo,80,13,16.25,596,560,573,1729,10,76.92
41,68924,4133393,San Mateo,Jefferson Union High,Jefferson High,241,126,52.28,421,437,424,1281,22,17.46
41,68924,4135075,San Mateo,Jefferson Union High,Oceana High,106,60,56.6,486,514,493,1493,25,41.67
41,68924,4137535,San Mateo,Jefferson Union High,Terra Nova High,322,157,48.76,538,551,536,1626,108,68.79
41,68924,4137592,San Mateo,Jefferson Union High,Thornton High,111,,,,,,,,
41,68924,4137790,San Mateo,Jefferson Union High,Westmoor High,430,208,48.37,495,547,501,1543,117,56.25
41,68940,4135331,San Mateo,La Honda-Pescadero Unified,Pescadero High,29,9,31.03,,,,,,
41,68999,0109561,San Mateo,Ravenswood City Elementary,Stanford New,61,27,44.26,372,391,400,1163,2,7.41
41,69047,4130217,San Mateo,San Mateo Union High,Aragon High,417,318,76.26,561,582,564,1707,224,70.44
41,69047,4130472,San Mateo,San Mateo Union High,Burlingame High,312,204,65.38,543,565,550,1658,147,72.06
41,69047,4130738,San Mateo,San Mateo Union High,Capuchino High,258,135,52.33,484,500,492,1476,64,47.41
41,69047,4133070,San Mateo,San Mateo Union High,Hillsdale High,301,182,60.47,524,551,531,1605,118,64.84
41,69047,4134557,San Mateo,San Mateo Union High,Mills High,334,259,77.54,543,601,559,1702,185,71.43
41,69047,4135265,San Mateo,San Mateo Union High,Peninsula High (Continuation),158,2,1.27,,,,,,
41,69047,4136370,San Mateo,San Mateo Union High,San Mateo High,278,165,59.35,552,580,570,1702,127,76.97
41,69062,0112722,San Mateo,Sequoia Union High,Summit Preparatory Charter High,104,103,99.04,478,498,489,1464,45,43.69
41,69062,0118232,San Mateo,Sequoia Union High,Aspire East Palo Alto Phoenix Academy,32,1,3.12,,,,,,
41,69062,0125120,San Mateo,Sequoia Union High,Sequoia Community Day,22,,,,,,,,
41,69062,4130993,San Mateo,Sequoia Union High,Carlmont High,445,284,63.82,553,584,549,1686,201,70.77
41,69062,4133716,San Mateo,Sequoia Union High,Menlo-Atherton High,504,279,55.36,580,598,590,1767,214,76.7
41,69062,4135687,San Mateo,Sequoia Union High,Redwood High,268,2,0.75,,,,,,
41,69062,4136693,San Mateo,Sequoia Union High,Sequoia High,464,217,46.77,519,548,520,1587,127,58.53
41,69062,4138053,San Mateo,Sequoia Union High,Woodside High,448,188,41.96,514,531,520,1565,103,54.79
41,69070,4130324,San Mateo,South San Francisco Unified,Baden High (Continuation),63,,,,,,,,
41,69070,4132551,San Mateo,South San Francisco Unified,El Camino High,351,187,53.28,495,521,485,1501,93,49.73
41,69070,4137279,San Mateo,South San Francisco Unified,South San Francisco High,327,145,44.34,486,515,484,1485,64,44.14
42,10421,4230157,Santa Barbara,Santa Barbara County Office of Education,Santa Barbara County Juvenile Court,55,,,,,,,,
42,10421,4230207,Santa Barbara,Santa Barbara County Office of Education,Santa Barbara County Community,114,,,,,,,,
42,10421,6069223,Santa Barbara,Santa Barbara County Office of Education,Santa Barbara County Special Education,13,,,,,,,,
42,69112,0111773,Santa Barbara,Blochman Union Elementary,Family Partnership Home Study Charter,46,2,4.35,,,,,,
42,69146,4230181,Santa Barbara,Carpinteria Unified,Foothill Alternative High,6,,,,,,,,
42,69146,4230587,Santa Barbara,Carpinteria Unified,Carpinteria Senior High,177,75,42.37,493,503,488,1484,31,41.33
42,69146,4230595,Santa Barbara,Carpinteria Unified,Rincon High (Continuation),15,,,,,,,,
42,69229,4230454,Santa Barbara,Lompoc Unified,Cabrillo High,304,130,42.76,513,515,489,1517,63,48.46
42,69229,4233029,Santa Barbara,Lompoc Unified,Maple High,54,,,,,,,,
42,69229,4233060,Santa Barbara,Lompoc Unified,Lompoc High,326,69,21.17,458,482,464,1404,24,34.78
42,69245,4230199,Santa Barbara,Los Olivos Elementary,Olive Grove,104,10,9.62,,,,,,
42,69260,0116434,Santa Barbara,Orcutt Union Elementary,Orcutt Academy Charter,95,60,63.16,529,532,495,1556,35,58.33
42,69310,0102285,Santa Barbara,Santa Maria Joint Union High,Pioneer Valley High,662,173,26.13,467,486,457,1410,64,36.99
42,69310,4231452,Santa Barbara,Santa Maria Joint Union High,Delta High,242,,,,,,,,
42,69310,4234613,Santa Barbara,Santa Maria Joint Union High,Ernest Righetti High,534,140,26.22,492,517,487,1496,70,50
42,69310,4236030,Santa Barbara,Santa Maria Joint Union High,Santa Maria High,578,126,21.8,432,488,437,1356,30,23.81
42,69328,4230074,Santa Barbara,Santa Ynez Valley Union High,Refugio High,13,,,,,,,,
42,69328,4236345,Santa Barbara,Santa Ynez Valley Union High,Santa Ynez Valley Union High,259,141,54.44,532,553,530,1614,97,68.79
42,75010,4231205,Santa Barbara,Cuyama Joint Unified,Cuyama Valley High,23,4,17.39,,,,,,
42,76786,0120402,Santa Barbara,Santa Barbara Unified,Alta Vista Alternative High,57,7,12.28,,,,,,
42,76786,4231726,Santa Barbara,Santa Barbara Unified,Dos Pueblos Senior High,568,317,55.81,560,573,552,1685,218,68.77
42,76786,4232690,Santa Barbara,Santa Barbara Unified,La Cuesta Continuation High,74,,,,,,,,
42,76786,4235230,Santa Barbara,Santa Barbara Unified,San Marcos Senior High,432,187,43.29,541,535,539,1616,125,66.84
42,76786,4235727,Santa Barbara,Santa Barbara Unified,Santa Barbara Senior High,491,203,41.34,538,548,539,1625,137,67.49
43,10439,0100339,Santa Clara,Santa Clara County Office of Education,EDGE,10,,,,,,,,
43,10439,0102905,Santa Clara,Santa Clara County Office of Education,Leadership Public Schools - San Jose,55,32,58.18,400,401,402,1203,3,9.38
43,10439,0113431,Santa Clara,Santa Clara County Office of Education,University Preparatory Academy Charter,37,,,,,,,,
43,10439,0121780,Santa Clara,Santa Clara County Office of Education,Silicon Valley Flex Academy,9,,,,,,,,
43,10439,4330254,Santa Clara,Santa Clara County Office of Education,Santa Clara County Juvenile Hall,81,,,,,,,,
43,10439,4330320,Santa Clara,Santa Clara County Office of Education,County Community,71,,,,,,,,
43,10439,6069371,Santa Clara,Santa Clara County Office of Education,Santa Clara County Special Education,116,,,,,,,,
43,69401,4330239,Santa Clara,Campbell Union High,Leigh High,359,224,62.4,546,576,546,1668,166,74.11
43,69401,4330718,Santa Clara,Campbell Union High,Camden Community Day,15,,,,,,,,
43,69401,4330759,Santa Clara,Campbell Union High,Boynton High,199,1,0.5,,,,,,
43,69401,4330866,Santa Clara,Campbell Union High,Branham High,274,154,56.2,535,550,537,1622,106,68.83
43,69401,4331955,Santa Clara,Campbell Union High,Del Mar High,276,80,28.99,499,534,497,1530,40,50
43,69401,4336137,Santa Clara,Campbell Union High,Prospect High,290,149,51.38,551,564,545,1660,103,69.13
43,69401,4338505,Santa Clara,Campbell Union High,Westmont High,393,203,51.65,545,551,553,1649,141,69.46
43,69427,0116889,Santa Clara,East Side Union High,KIPP San Jose Collegiate,57,56,98.25,492,539,513,1544,32,57.14
43,69427,4330015,Santa Clara,East Side Union High,Yerba Buena High,341,97,28.45,450,506,448,1404,34,35.05
43,69427,4330023,Santa Clara,East Side Union High,Santa Teresa High,515,275,53.4,528,556,523,1606,175,63.64
43,69427,4330031,Santa Clara,East Side Union High,Independence High,766,350,45.69,480,529,482,1490,158,45.14
43,69427,4330312,Santa Clara,East Side Union High,Phoenix High,68,,,,,,,,
43,69427,4330353,Santa Clara,East Side Union High,Pegasus High,87,,,,,,,,
43,69427,4330361,Santa Clara,East Side Union High,Apollo High,114,1,0.88,,,,,,
43,69427,4330668,Santa Clara,East Side Union High,Latino College Preparatory Academy,89,51,57.3,362,394,388,1144,1,1.96
43,69427,4330676,Santa Clara,East Side Union High,San Jose Conservation Corps Charter,415,,,,,,,,
43,69427,4330692,Santa Clara,East Side Union High,Evergreen Valley High,604,404,66.89,539,592,553,1684,289,71.53
43,69427,4330726,Santa Clara,East Side Union High,Escuela Popular Accelerated Family Learning,10,,,,,,,,
43,69427,4332318,Santa Clara,East Side Union High,Foothill High,255,,,,,,,,
43,69427,4332995,Santa Clara,East Side Union High,Andrew P. Hill High,585,198,33.85,470,508,466,1444,78,39.39
43,69427,4333639,Santa Clara,East Side Union High,James Lick High,315,104,33.02,446,457,456,1358,26,25
43,69427,4334900,Santa Clara,East Side Union High,Mount Pleasant High,402,210,52.24,444,472,439,1355,60,28.57
43,69427,4335204,Santa Clara,East Side Union High,Oak Grove High,543,235,43.28,486,513,493,1492,111,47.23
43,69427,4335428,Santa Clara,East Side Union High,William C. Overfelt High,324,71,21.91,450,476,446,1371,20,28.17
43,69427,4335907,Santa Clara,East Side Union High,Piedmont Hills High,513,357,69.59,524,578,544,1646,239,66.95
43,69427,4337903,Santa Clara,East Side Union High,Silver Creek High,549,281,51.18,491,540,491,1522,142,50.53
43,69468,4330569,Santa Clara,Fremont Union High,Community Day,4,,,,,,,,
43,69468,4331799,Santa Clara,Fremont Union High,Cupertino High,439,318,72.44,583,642,607,1832,272,85.53
43,69468,4332474,Santa Clara,Fremont Union High,Fremont High,452,214,47.35,504,541,510,1556,121,56.54
43,69468,4333316,Santa Clara,Fremont Union High,Homestead High,552,386,69.93,578,631,596,1805,315,81.61
43,69468,4334421,Santa Clara,Fremont Union High,Lynbrook High,423,398,94.09,636,696,668,1999,376,94.47
43,69468,4334462,Santa Clara,Fremont Union High,Monta Vista High,658,594,90.27,626,686,655,1968,561,94.44
43,69484,0114496,Santa Clara,Gilroy Unified,Dr. T. J. Owens Gilroy Early College Academy,65,66,101.54,589,573,570,1731,59,89.39
43,69484,0118380,Santa Clara,Gilroy Unified,Christopher High,269,116,43.12,478,493,483,1454,46,39.66
43,69484,4332839,Santa Clara,Gilroy Unified,Gilroy High,349,127,36.39,471,491,470,1432,45,35.43
43,69484,4334850,Santa Clara,Gilroy Unified,Mt. Madonna High,178,,,,,,,,
43,69534,4334371,Santa Clara,Los Gatos-Saratoga Joint Union High,Los Gatos High,437,332,75.97,584,605,586,1775,292,87.95
43,69534,4337762,Santa Clara,Los Gatos-Saratoga Joint Union High,Saratoga High,331,299,90.33,633,673,653,1959,284,94.98
43,69583,0102368,Santa Clara,Morgan Hill Unified,Ann Sobrato High,333,179,53.75,511,527,506,1544,99,55.31
43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High,274,132,48.18,501,514,511,1527,73,55.3
